Study ID,Focal node,Focal node mean body size,Focal node mean body size SD,Focal node minimum size,Focal node maximum size,Body size type,Body size units,Focal node stage,Interaction,Interaction habitat type,Target node,Target node mean body size,Target node minimum body size,Target node maximum body size,Target node body size units,Target node body part,Target node stage,Study type,Observation type,Lat,Long,Location,Sample size (for specific observation set),Reference,Recorder
23,Tautoga onitis,.,,,,.,.,.,predation,salt marsh creek,Caridea,.,,,.,,.,gut contents,laboratory,39.35 N,74.15 W,"Little Egg Harbor, NJ",3,Bologna 2006,SS
24,Morone americana,161-283,,,,total length,mm,adult,predation,salt marsh creek,Amphipoda,.,,,.,,.,gut contents,laboratory,40.8134 N,74.0413 W,"Hackensack Meadowlands, New Jersey",78,Weis 2005,SS
24,Morone americana,161-283,,,,total length,mm,adult,predation,salt marsh creek,Caridea,.,,,.,,.,gut contents,laboratory,40.8134 N,74.0413 W,"Hackensack Meadowlands, New Jersey",78,Weis 2005,SS
24,Morone americana,161-283,,,,total length,mm,adult,predation,salt marsh creek,insecta,.,,,.,,.,gut contents,laboratory,40.8134 N,74.0413 W,"Hackensack Meadowlands, New Jersey",78,Weis 2005,SS
24,Morone americana,161-283,,,,total length,mm,adult,predation,salt marsh creek,isopoda,.,,,.,,.,gut contents,laboratory,40.8134 N,74.0413 W,"Hackensack Meadowlands, New Jersey",78,Weis 2005,SS
13,Morone saxatilis,.,,,,.,.,.,predation,salt marsh creek,Callinectes sapidus,.,,,.,,.,gut contents,laboratory,39ç11 N,74ç49 W,Deleware Bay,59,Tupper and Able 2000,SS
13,Morone saxatilis,.,,,,.,.,.,predation,salt marsh creek,Palaemonetes vulgaris,.,,,.,,.,gut contents,laboratory,39ç11 N,74ç49 W,Deleware Bay,59,Tupper and Able 2000,SS
13,Morone saxatilis,.,,,,.,.,.,predation,salt marsh creek,Crangon septemspinosa,.,,,.,,.,gut contents,laboratory,39ç11 N,74ç49 W,Deleware Bay,59,Tupper and Able 2000,SS
13,Morone saxatilis,.,,,,.,.,.,predation,salt marsh creek,Fundulus heteroclitus,.,,,.,,.,gut contents,laboratory,39ç11 N,74ç49 W,Deleware Bay,59,Tupper and Able 2000,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Succinea sp.,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Orchestia grillus,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Philosica vittata,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Palaemonetes,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Uca minax,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Stagnicola catascopium,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,Arachnida,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Fundulus heteroclitus,.,,,,.,.,.,predation,salt marsh creek,insecta,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",180,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,Succinea sp.,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,Orchestia grillus,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,Philosica vittata,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,Palaemonetes,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,Uca minax,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,Arachnida,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
12,Anguilla rostrata,.,,,,.,.,.,predation,salt marsh creek,insecta,.,,,.,,.,gut contents,laboratory,41.1942 N,73.1169 W,"Lieutenant River, Connecticut",32,Warren et al. 2001,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,hyrdozoa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Ensis directus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Mercenaria mercenaria,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Mulinia lateralis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Mytilus edulis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Nucula proxima,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Petricola pholadiformis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Tellina agilis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula fornicata,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula convexa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula plana,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Nassarius trivittatus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,cephalopodaa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,nereidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Pectinaria gouldii,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Insecta,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Ampelisca sp,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Corophium sp,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Crangon septemspinosa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Callinectes sapidus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Cancer irroratus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Libinia,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Pagurus longicarpus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,xanthidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Actinopterygii,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,detritus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Callinectes sapidus,4-20,,,,carapace width,cm,.,predation,salt marsh creek,Mytilus byssus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",328,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,hyrdozoa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Anadara transversa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Lyonsia hyalina,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Ensis directus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Mercenaria mercenaria,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Mulinia lateralis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Mya arenaria,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Mytilus edulis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Nucula proxima,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Petricola pholadiformis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Pitar morrhuanus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Spisula solidissima,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Tellina agilis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula fornicata,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula convexa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula plana,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Nassarius obsoletus,,,,,,,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Nassarius trivittatus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,naticidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Rictaxis punctostriatus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,cephalopoda,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,glyceridae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Hydroides dianthus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,nephtyidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,nereidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Pherusa affinis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Pectinaria gouldii,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,polynoidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Ampelisca,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Corophium,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Gammarus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,mysidacea,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Crangon septemspinosa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Callinectes sapidus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Cancer irroratus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Ovalipes ocellatus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Libinia,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Pagurus longicarpus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,xanthidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Actinopterygii,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,detritus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Ovalipes ocellatus,3-9,,,,carapace width,cm,.,predation,salt marsh creek,Mytilus byssus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",352,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,hyrdozoa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Ensis directus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Mulinia lateralis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Mytilus edulis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Nucula proxima,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Tellina agilis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula fornicata,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Crepidula convexa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Nassarius trivittatus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Rictaxis punctostriatus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,nereidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Pherusa affinis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Pectinaria gouldii,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,polynoidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Ampelisca,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Crangon septemspinosa,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Callinectes sapidus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Cancer irroratus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Libinia,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,xanthidae,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Actinopterygii,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,detritus,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
25,Cancer irroratus,2-16,,,,carapace width,cm,.,predation,salt marsh creek,Mytilus edulis,.,,,.,,.,gut contents,laboratory,40.30 N,74.05 W,"Hudson-Raritan Estuary, NY & NJ",295,Stehlik et al. 2004,SS
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Amphiopda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Isopoda,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
7,Fundulus heteroclitus,5.0-10.3,,,,total length,cm,adults,predation,tidal creek,Xanthidae,.,,,.,,.,gut contents,laboratory,"41ç19'30""N","72ç20'42""W",Lieutenant River,216,Fell et. al. 2006,SR
